Judet;Localitate;Unit_adm;Prod_sfecla_t;Prod_oua_miibuc
BRAILA;CIRESU;comuna;1416;1550
BRAILA;DUDESTI;comuna;1325;1983
BRAILA;FRECATEI;comuna;0;2097
BRAILA;GALBENU;comuna;1723;2100
BRAILA;GEMENELE;comuna;3511;1583
BRAILA;GRADISTEA;comuna;897;1365
BRAILA;GROPENI;comuna;0;1582
BRAILA;IANCA;oras;5231;4920
BRAILA;INSURATEI;oras;273;5244
BRAILA;JIRLAU;comuna;620;1917
BRAILA;MARASU;comuna;0;2657
BRAILA;MAXINENI;comuna;850;1287
BRAILA;MIRCEA VODA;comuna;2103;1505
BRAILA;MOVILA MIRESII;comuna;1532;3929
BRAILA;RACOVITA;comuna;180;1309
BRAILA;RAMNICELU;comuna;431;2039
BRAILA;ROMANU;comuna;988;5656
BRAILA;ROSIORI;comuna;5070;1599
BRAILA;SALCIA TUDOR;comuna;0;2558
BRAILA;SCORTARU NOU;comuna;93;1040
BRAILA;SILISTEA;comuna;90;952
BRAILA;STANCUTA;comuna;625;1766
BRAILA;SURDILA-GAISEANCA;comuna;957;2184
BRAILA;SUTESTI;comuna;900;1239
BRAILA;TICHILESTI;comuna;1761;1439
BRAILA;TRAIAN;comuna;1056;1405
BRAILA;TUDOR VLADIMIRESCU;comuna;7461;2304
BRAILA;TUFESTI;comuna;0;2922
BRAILA;ULMU;comuna;600;1685
BRAILA;UNIREA;comuna;1960;3830
BRAILA;VADENI;comuna;860;2847
BRAILA;VICTORIA;comuna;755;1580
BRAILA;VISANI;comuna;1260;5937
BRAILA;VIZIRU;comuna;4787;3996
BRAILA;ZAVOAIA;comuna;1103;3276
BUZAU;BUZAU;municipiu;1017;2883
BUZAU;RAMNICU SARAT;municipiu;0;2046
BUZAU;AMARU;comuna;496;393
BUZAU;BALTA ALBA;comuna;1340;1240
BUZAU;BALACEANU;comuna;505;858
BUZAU;BECENI;comuna;78;1040
BUZAU;BERCA;comuna;0;2404
BUZAU;BISOCA;comuna;0;950
BUZAU;BLAJANI;comuna;0;702
BUZAU;BOLDU;comuna;2665;1742
BUZAU;BOZIORU;comuna;0;561
BUZAU;BRADEANU;comuna;2695;1980
BUZAU;BRAESTI;comuna;0;840
BUZAU;BREAZA;comuna;0;520
BUZAU;BUDA;comuna;0;900
BUZAU;CALVINI;comuna;0;240
BUZAU;C.A. ROSETTI;comuna;1808;8120
BUZAU;CANESTI;comuna;0;300
BUZAU;CATINA;comuna;0;1380
BUZAU;CERNATESTI;comuna;0;5184
BUZAU;CHILIILE;comuna;0;312
BUZAU;CHIOJDU;comuna;0;2070
BUZAU;CILIBIA;comuna;1700;1098
BUZAU;CISLAU;comuna;0;1500
BUZAU;COCHIRLEANCA;comuna;1106;2300
BUZAU;COLTI;comuna;0;1800
BUZAU;COSTESTI;comuna;225;720
BUZAU;COZIENI;comuna;750;1520
BUZAU;GALBINASI;comuna;745;720
BUZAU;GHERASENI;comuna;0;618
BUZAU;GHERGHEASA;comuna;205;1510
BUZAU;GLODEANU SARAT;comuna;74;3500
BUZAU;GLODEANU-SILISTEA;comuna;0;2880
BUZAU;GREBANU;comuna;500;900
BUZAU;GURA TEGHII;comuna;0;1076
BUZAU;LARGU;comuna;395;1095
BUZAU;LOPATARI;comuna;0;1020
BUZAU;LUCIU;comuna;225;910
BUZAU;MAGURA;comuna;0;1400
BUZAU;MARACINENI;comuna;0;1582
BUZAU;MARGARITESTI;comuna;0;340
BUZAU;MEREI;comuna;360;9108
BUZAU;MIHAILESTI;comuna;895;1548
BUZAU;MANZALESTI;comuna;0;2160
BUZAU;MOVILA BANULUI;comuna;420;4991
BUZAU;MURGESTI;comuna;0;450
BUZAU;NAENI;comuna;0;720
BUZAU;NEHOIU;oras;0;1500
BUZAU;ODAILE;comuna;0;634
BUZAU;PADINA;comuna;6094;1450
BUZAU;PARDOSI;comuna;0;493
BUZAU;PANATAU;comuna;0;759
BUZAU;PATARLAGELE;comuna;0;1359
BUZAU;PIETROASELE;comuna;0;429
BUZAU;PARSCOV;comuna;0;940
BUZAU;PODGORIA;comuna;320;1880
BUZAU;POGOANELE;oras;13480;6923
BUZAU;POSTA CALNAU;comuna;168;2101
BUZAU;PUIESTI;comuna;6572;1717
BUZAU;RACOVITENI;comuna;0;840
BUZAU;RAMNICELU;comuna;1834;600
BUZAU;ROBEASCA;comuna;30;810
BUZAU;RUSETU;comuna;600;3591
BUZAU;SAGEATA;comuna;993;3000
BUZAU;SAHATENI;comuna;320;12097
BUZAU;SAPOCA;comuna;0;800
BUZAU;SARULESTI;comuna;0;1050
BUZAU;SCORTOASA;comuna;0;708
BUZAU;SCUTELNICI;comuna;3425;2200
BUZAU;SIRIU;comuna;0;1375
BUZAU;SMEENI;comuna;2148;2128
BUZAU;STALPU;comuna;619;480
BUZAU;TISAU;comuna;0;2379
BUZAU;TOPLICENI;comuna;0;1125
BUZAU;TINTESTI;comuna;400;692
BUZAU;ULMENI;comuna;20;480
BUZAU;VADU PASII;comuna;110;1650
BUZAU;VALEA RAMNICULUI;comuna;539;1467
BUZAU;VALEA SALCIEI;comuna;0;320
BUZAU;VERNESTI;comuna;80;1927
BUZAU;VINTILA VODA;comuna;0;1063
BUZAU;VIPERESTI;comuna;0;1242
BUZAU;VALCELELE;comuna;2010;2400
BUZAU;ZARNESTI;comuna;0;650
BUZAU;ZIDURI;comuna;666;2872
CARAS SEVERIN;RESITA;municipiu;0;910
CARAS SEVERIN;ANINA;oras;0;378
CARAS SEVERIN;BAILE HERCULANE;oras;0;217
CARAS SEVERIN;BOCSA;oras;0;20473
CARAS SEVERIN;OCNA DE FIER;comuna;0;80
CARAS SEVERIN;CARANSEBES;municipiu;0;843
CARAS SEVERIN;MOLDOVA NOUA;oras;0;378
CARAS SEVERIN;ORAVITA;oras;0;900
CARAS SEVERIN;OTELU ROSU;oras;0;1224
CARAS SEVERIN;ARMENIS;comuna;0;630
CARAS SEVERIN;BANIA;comuna;0;512
CARAS SEVERIN;BAUTAR;comuna;0;1260
CARAS SEVERIN;BERLISTE;comuna;0;1700
CARAS SEVERIN;BERZASCA;comuna;0;850
CARAS SEVERIN;BERZOVIA;comuna;50;1066
CARAS SEVERIN;BOLVASNITA;comuna;0;470
CARAS SEVERIN;BOZOVICI;comuna;0;901
CARAS SEVERIN;BREBU;comuna;0;600
CARAS SEVERIN;BREBU NOU;comuna;0;105
CARAS SEVERIN;BUCHIN;comuna;0;942
CARAS SEVERIN;BUCOSNITA;comuna;0;620
CARAS SEVERIN;CARASOVA;comuna;0;592
CARAS SEVERIN;CARBUNARI;comuna;0;460
CARAS SEVERIN;CONSTANTIN DAICOVICIU;comuna;0;650
CARAS SEVERIN;CICLOVA ROMANA;comuna;0;800
CARAS SEVERIN;CIUCHICI;comuna;0;1200
CARAS SEVERIN;CIUDANOVITA;comuna;0;360
CARAS SEVERIN;COPACELE;comuna;0;650
CARAS SEVERIN;CORNEA;comuna;0;2100
CARAS SEVERIN;CORNEREVA;comuna;0;2438
CARAS SEVERIN;DALBOSET;comuna;0;1125
CARAS SEVERIN;DOCLIN;comuna;0;1444
CARAS SEVERIN;DOGNECEA;comuna;0;532
CARAS SEVERIN;DOMASNEA;comuna;0;480
CARAS SEVERIN;EZERIS;comuna;0;238
CARAS SEVERIN;FARLIUG;comuna;0;2306
CARAS SEVERIN;FOROTIC;comuna;0;1318
CARAS SEVERIN;GARNIC;comuna;0;399
CARAS SEVERIN;GLIMBOCA;comuna;0;351
CARAS SEVERIN;GORUIA;comuna;0;266
CARAS SEVERIN;GRADINARI;comuna;0;975
CARAS SEVERIN;IABLANITA;comuna;0;600
CARAS SEVERIN;LAPUSNICEL;comuna;0;299
CARAS SEVERIN;LAPUSNICU MARE;comuna;0;735
CARAS SEVERIN;LUNCAVITA;comuna;0;865
CARAS SEVERIN;LUPAC;comuna;0;410
CARAS SEVERIN;MARGA;comuna;0;300
CARAS SEVERIN;MAURENI;comuna;100;600
CARAS SEVERIN;MEHADIA;comuna;0;720
CARAS SEVERIN;MEHADICA;comuna;0;1708
CARAS SEVERIN;NAIDAS;comuna;0;700
CARAS SEVERIN;OBREJA;comuna;0;1250
CARAS SEVERIN;PALTINIS;comuna;0;449
CARAS SEVERIN;CORONINI;comuna;0;498
CARAS SEVERIN;POJEJENA;comuna;0;800
CARAS SEVERIN;PRIGOR;comuna;0;160
CARAS SEVERIN;RAMNA;comuna;0;700
CARAS SEVERIN;RACASDIA;comuna;0;825
CARAS SEVERIN;EFTIMIE MURGU;comuna;0;504
CARAS SEVERIN;RUSCA MONTANA;comuna;0;1120
CARAS SEVERIN;SACU;comuna;0;650
CARAS SEVERIN;SASCA MONTANA;comuna;0;960
CARAS SEVERIN;SICHEVITA;comuna;0;1120
CARAS SEVERIN;SLATINA-TIMIS;comuna;0;841
CARAS SEVERIN;SOCOL;comuna;0;1001
CARAS SEVERIN;SOPOTU NOU;comuna;0;2175
CARAS SEVERIN;TEREGOVA;comuna;0;1275
CARAS SEVERIN;TICVANIU MARE;comuna;0;520
CARAS SEVERIN;TARNOVA;comuna;0;612
CARAS SEVERIN;TOPLET;comuna;0;742
CARAS SEVERIN;TURNU RUIENI;comuna;0;500
CARAS SEVERIN;VALIUG;comuna;0;145
CARAS SEVERIN;VARADIA;comuna;0;602
CARAS SEVERIN;VERMES;comuna;0;825
CARAS SEVERIN;VRANI;comuna;0;554
CARAS SEVERIN;ZAVOI;comuna;0;254
CARAS SEVERIN;ZORLENTU MARE;comuna;0;547
CLUJ;CLUJ-NAPOCA;municipiu;12710;30194
CLUJ;DEJ;municipiu;140;1480
CLUJ;CUZDRIOARA;comuna;51;765
CLUJ;JICHISU DE JOS;comuna;0;850
CLUJ;MICA;comuna;240;2925
CLUJ;TURDA;municipiu;11638;2080
CLUJ;MIHAI VITEAZU;comuna;2850;840
CLUJ;SANDULESTI;comuna;500;899
CLUJ;CAMPIA TURZII;oras;5366;2873
CLUJ;GHERLA;oras;360;720
CLUJ;HUEDIN;oras;115;1110
CLUJ;AGHIRESU;comuna;0;2325
CLUJ;AITON;comuna;130;1078
CLUJ;ALUNIS;comuna;250;626
CLUJ;APAHIDA;comuna;2736;9720
CLUJ;ASCHILEU;comuna;80;1020
CLUJ;BACIU;comuna;40;1800
CLUJ;BAISOARA;comuna;0;540
CLUJ;BELIS;comuna;0;270
CLUJ;BOBALNA;comuna;0;1080
CLUJ;BONTIDA;comuna;1200;1630
CLUJ;BORSA;comuna;1760;1155
CLUJ;BUZA;comuna;195;1200
CLUJ;CAIANU;comuna;1750;1089
CLUJ;CALARASI;comuna;1242;1361
CLUJ;CALATELE;comuna;0;450
CLUJ;CAMARASU;comuna;1069;1582
CLUJ;CAPUSU MARE;comuna;0;464
CLUJ;CASEIU;comuna;160;2925
CLUJ;CATINA;comuna;1148;405
CLUJ;CEANU MARE;comuna;3740;2450
CLUJ;CHINTENI;comuna;180;1428
CLUJ;CHIUIESTI;comuna;0;900
CLUJ;CIUCEA;comuna;0;391
CLUJ;CIURILA;comuna;0;845
CLUJ;CATCAU;comuna;210;1482
CLUJ;COJOCNA;comuna;800;1400
CLUJ;CORNESTI;comuna;400;1440
CLUJ;DABACA;comuna;225;1280
CLUJ;FELEACU;comuna;0;1750
CLUJ;FIZESU GHERLII;comuna;630;1600
CLUJ;FLORESTI;comuna;0;714
CLUJ;FRATA;comuna;2050;1500
CLUJ;GEACA;comuna;750;960
CLUJ;GILAU;comuna;120;1122
CLUJ;GARBAU;comuna;160;768
CLUJ;IARA;comuna;0;2478
CLUJ;ICLOD;comuna;2400;1647
CLUJ;IZVORU CRISULUI;comuna;0;320
CLUJ;JUCU;comuna;923;884
CLUJ;LUNA;comuna;6155;1925
CLUJ;MAGURI-RACATAU;comuna;0;1800
CLUJ;MANASTIRENI;comuna;0;360
CLUJ;MARGAU;comuna;0;840
CLUJ;MARISEL;comuna;0;519
CLUJ;MINTIU GHERLII;comuna;182;1550
CLUJ;MOCIU;comuna;1032;1820
CLUJ;MOLDOVENESTI;comuna;600;1750
CLUJ;PALATCA;comuna;1400;960
CLUJ;PANTICEU;comuna;225;1920
CLUJ;PETRESTII DE JOS;comuna;800;1260
CLUJ;PLOSCOS;comuna;1190;840
CLUJ;POIENI;comuna;0;750
CLUJ;RECEA-CRISTUR;comuna;0;950
CLUJ;RISCA;comuna;0;520
CLUJ;SACUIEU;comuna;0;480
CLUJ;SAVADISLA;comuna;0;2300
CLUJ;SIC;comuna;720;2340
CLUJ;SANCRAIU;comuna;0;1280
CLUJ;SANMARTIN;comuna;240;1088
CLUJ;SANPAUL;comuna;0;1122
CLUJ;SUATU;comuna;420;1360
CLUJ;TRITENII DE JOS;comuna;4300;5100
CLUJ;TURENI;comuna;625;1275
CLUJ;TAGA;comuna;240;2720
CLUJ;UNGURAS;comuna;0;2700
CLUJ;VAD;comuna;75;1896
CLUJ;VALEA IERII;comuna;0;338
CLUJ;VIISOARA;comuna;2040;2550
CLUJ;VULTURENI;comuna;98;672
CONSTANTA;CONSTANTA;municipiu;0;4000
CONSTANTA;EFORIE;oras;0;325
CONSTANTA;MANGALIA;municipiu;0;18516
CONSTANTA;NAVODARI;oras;100;1053
CONSTANTA;TECHIRGHIOL;oras;0;1216
CONSTANTA;AGIGEA;comuna;375;31289
CONSTANTA;23 AUG.;comuna;2875;2100
CONSTANTA;LIMANU;comuna;0;1600
CONSTANTA;OVIDIU;oras;3630;2522
CONSTANTA;TUZLA;comuna;5449;864
CONSTANTA;CERNAVODA;oras;0;347
CONSTANTA;HARSOVA;oras;0;2300
CONSTANTA;MEDGIDIA;municipiu;2317;2100
CONSTANTA;ADAMCLISI;comuna;0;1235
CONSTANTA;ALBESTI;comuna;0;2477
CONSTANTA;ALIMAN;comuna;0;628
CONSTANTA;BANEASA;comuna;100;3042
CONSTANTA;CASTELU;comuna;1800;1068
CONSTANTA;CERCHEZU;comuna;0;1892
CONSTANTA;CHIRNOGENI;comuna;0;1350
CONSTANTA;CIOBANU;comuna;0;2041
CONSTANTA;CIOCARLIA;comuna;0;2926
CONSTANTA;COBADIN;comuna;300;5740
CONSTANTA;COGEALAC;comuna;0;1852
CONSTANTA;COMANA;comuna;0;1059
CONSTANTA;CORBU;comuna;610;8630
CONSTANTA;CRUCEA;comuna;700;1668
CONSTANTA;CUMPANA;comuna;0;1435
CONSTANTA;DELENI;comuna;0;1245
CONSTANTA;DOBROMIR;comuna;0;2718
CONSTANTA;GARLICIU;comuna;0;1000
CONSTANTA;GHINDARESTI;comuna;0;1470
CONSTANTA;INDEPENDENTA;comuna;0;750
CONSTANTA;ION CORVIN;comuna;240;930
CONSTANTA;ISTRIA;comuna;0;1200
CONSTANTA;LIPNITA;comuna;0;2880
CONSTANTA;MERENI;comuna;0;816
CONSTANTA;MIHAIL KOGALNICEANU;comuna;1143;12233
CONSTANTA;MIHAI VITEAZU;comuna;0;1200
CONSTANTA;MIRCEA VODA;comuna;685;2109
CONSTANTA;BASARABI;oras;0;1338
CONSTANTA;NEGRU VODA;oras;0;2161
CONSTANTA;NICOLAE BALCESCU;comuna;0;1440
CONSTANTA;OLTINA;comuna;0;2100
CONSTANTA;OSTROV;comuna;0;2303
CONSTANTA;PANTELIMON;comuna;0;3112
CONSTANTA;PECINEAGA;comuna;1283;910
CONSTANTA;PESTERA;comuna;0;2600
CONSTANTA;POARTA ALBA;comuna;0;1784
CONSTANTA;RASOVA;comuna;0;762
CONSTANTA;SARAIU;comuna;700;900
CONSTANTA;SACELE;comuna;150;588
CONSTANTA;SEIMENI;comuna;0;588
CONSTANTA;SILISTEA;comuna;0;981
CONSTANTA;TARGUSOR;comuna;857;1431
CONSTANTA;TOPALU;comuna;0;1225
CONSTANTA;TOPRAISAR;comuna;2421;2856
CONSTANTA;VALU LUI TRAIAN;comuna;0;3000
CONSTANTA;LUMINA;comuna;1666;52914
CONSTANTA;DUMBRAVENI;comuna;0;366
CONSTANTA;VULTURU;comuna;0;420
CONSTANTA;TORTOMANU;comuna;0;600
CONSTANTA;AMZACEA;comuna;0;1045
COVASNA;SFANTUL GHEORGHE;municipiu;7550;300
COVASNA;BARAOLT;oras;1155;768
COVASNA;COVASNA;oras;1250;720
COVASNA;COMANDAU;comuna;0;79
COVASNA;INTORSURA BUZAULUI;oras;0;1224
COVASNA;BARCANI;comuna;100;1050
COVASNA;SITA BUZAULUI;comuna;0;1072
COVASNA;TIRGU SECUIESC;oras;3025;1680
COVASNA;AITA MARE;comuna;1130;267
COVASNA;BATANI;comuna;490;585
COVASNA;BELIN;comuna;540;847
COVASNA;BODOC;comuna;520;497
COVASNA;BOROSNEU MARE;comuna;1250;1200
COVASNA;BRATES;comuna;1000;858
COVASNA;BRADUT;comuna;370;238
COVASNA;BRETCU;comuna;1125;767
COVASNA;CATALINA;comuna;1874;403
COVASNA;CERNAT;comuna;2496;1290
COVASNA;CHICHIS;comuna;1980;328
COVASNA;DOBARLAU;comuna;100;320
COVASNA;GHELINTA;comuna;410;720
COVASNA;GHIDFALAU;comuna;1875;918
COVASNA;HAGHIG;comuna;1891;320
COVASNA;ILIENI;comuna;925;864
COVASNA;LEMNIA;comuna;800;176
COVASNA;MALNAS;comuna;200;781
COVASNA;MOACSA;comuna;600;630
COVASNA;OJDULA;comuna;300;601
COVASNA;OZUN;comuna;3972;1235
COVASNA;POIAN;comuna;1500;680
COVASNA;RECI;comuna;1122;300
COVASNA;SANZIENI;comuna;2400;1050
COVASNA;TURIA;comuna;630;651
COVASNA;VALEA CRISULUI;comuna;2405;360
COVASNA;VALCELE;comuna;788;589
COVASNA;VARGHIS;comuna;270;508
COVASNA;ZAGON;comuna;1400;1042
COVASNA;ZABALA;comuna;1050;1551
DIMBOVITA;TARGOVISTE;municipiu;0;1189
DIMBOVITA;ANINOASA;comuna;0;1147
DIMBOVITA;DOICESTI;comuna;0;780
DIMBOVITA;RAZVAD;comuna;0;598
DIMBOVITA;SOTANGA;comuna;0;960
DIMBOVITA;ULMI;comuna;0;1395
DIMBOVITA;FIENI;oras;0;720
DIMBOVITA;MOTAIENI;comuna;0;1251
DIMBOVITA;GAESTI;oras;0;1680
DIMBOVITA;GURA FOII;comuna;0;798
DIMBOVITA;PETRESTI;comuna;0;2430
DIMBOVITA;MORENI;oras;0;872
DIMBOVITA;IEDERA;comuna;0;1148
DIMBOVITA;PUCIOASA;oras;0;938
DIMBOVITA;BRANESTI;comuna;0;3795
DIMBOVITA;TITU;oras;0;1897
DIMBOVITA;BRANISTEA;comuna;0;1600
DIMBOVITA;BALENI;comuna;0;1500
DIMBOVITA;BARBULETU;comuna;0;525
DIMBOVITA;BEZDEAD;comuna;0;816
DIMBOVITA;BILCIURESTI;comuna;0;741
DIMBOVITA;BUCIUMENI;comuna;0;669
DIMBOVITA;BUCSANI;comuna;0;2193
DIMBOVITA;CANDESTI;comuna;0;1000
DIMBOVITA;COBIA;comuna;0;1000
DIMBOVITA;COJASCA;comuna;10;400
DIMBOVITA;COMISANI;comuna;0;1500
DIMBOVITA;CONTESTI;comuna;0;2150
DIMBOVITA;CORBII MARI;comuna;0;1875
DIMBOVITA;CORNATELU;comuna;0;1170
DIMBOVITA;CORNESTI;comuna;75;5724
DIMBOVITA;COSTESTII DIN VALE;comuna;0;2256
DIMBOVITA;CRANGURILE;comuna;0;1736
DIMBOVITA;DARMANESTI;comuna;0;694
DIMBOVITA;DOBRA;comuna;0;470
DIMBOVITA;DRAGODANA;comuna;0;3924
DIMBOVITA;DRAGOMIRESTI;comuna;0;1352
DIMBOVITA;FINTA;comuna;25;1581
DIMBOVITA;GLODENI;comuna;0;462
DIMBOVITA;GURA OCNITEI;comuna;0;2400
DIMBOVITA;GURA SUTII;comuna;0;2800
DIMBOVITA;HULUBESTI;comuna;0;1099
DIMBOVITA;I. L. CARAGIALE;comuna;0;1230
DIMBOVITA;LUCIENI;comuna;0;1123
DIMBOVITA;LUDESTI;comuna;0;477
DIMBOVITA;LUNGULETU;comuna;0;954
DIMBOVITA;MALU CU FLORI;comuna;0;1496
DIMBOVITA;MANESTI;comuna;0;720
DIMBOVITA;MATASARU;comuna;0;2708
DIMBOVITA;MOGOSANI;comuna;0;2100
DIMBOVITA;MOROENI;comuna;0;860
DIMBOVITA;MORTENI;comuna;0;1836
DIMBOVITA;NUCET;comuna;0;1050
DIMBOVITA;OCNITA;comuna;0;1012
DIMBOVITA;ODOBESTI;comuna;473;10030
DIMBOVITA;PIETROSITA;comuna;0;800
DIMBOVITA;POIANA;comuna;0;1140
DIMBOVITA;POTLOGI;comuna;0;3000
DIMBOVITA;PRODULESTI;comuna;0;1152
DIMBOVITA;PUCHENI;comuna;0;629
DIMBOVITA;RACARI;comuna;0;1500
DIMBOVITA;RUNCU;comuna;0;792
DIMBOVITA;SALCIOARA;comuna;0;2340
DIMBOVITA;SELARU;comuna;0;845
DIMBOVITA;TATARANI;comuna;0;3290
DIMBOVITA;ULIESTI;comuna;0;1800
DIMBOVITA;VALEA LUNGA;comuna;0;1050
DIMBOVITA;VALEA MARE;comuna;0;1040
DIMBOVITA;VACARESTI;comuna;0;4370
DIMBOVITA;VALENI-DIMBOVITA;comuna;0;1254
DIMBOVITA;VISINA;comuna;0;3465
DIMBOVITA;VISINESTI;comuna;0;1002
DIMBOVITA;VIRFURI;comuna;0;1232
DIMBOVITA;VOINESTI;comuna;0;3006
DIMBOVITA;VULCANA-BAI;comuna;0;900
DOLJ;CRAIOVA;municipiu;0;1713
DOLJ;BUCOVAT;comuna;0;1312
DOLJ;ISALNITA;comuna;0;500
DOLJ;PODARI;comuna;100;450
DOLJ;SIMNICU DE SUS;comuna;0;4656
DOLJ;BAILESTI;oras;541;18450
DOLJ;CALAFAT;municipiu;0;6144
DOLJ;FILIASI;oras;0;2100
DOLJ;SEGARCEA;oras;0;5665
DOLJ;AFUMATI;comuna;1931;984
DOLJ;ALMAJ;comuna;0;1238
DOLJ;AMARASTII DE JOS;comuna;1056;4200
DOLJ;AMARASTII DE SUS;comuna;0;1102
DOLJ;APELE VII;comuna;0;544
DOLJ;ARGETOAIA;comuna;0;1551
DOLJ;BECHET;comuna;0;975
DOLJ;BISTRET;comuna;1000;1324
DOLJ;BIRCA;comuna;0;1200
DOLJ;BOTOSESTI-PAIA;comuna;0;900
DOLJ;BRABOVA;comuna;0;842
DOLJ;BRADESTI;comuna;0;2400
DOLJ;BRALOSTITA;comuna;0;1620
DOLJ;BRATOVOESTI;comuna;0;2576
DOLJ;BREASTA;comuna;0;1425
DOLJ;BULZESTI;comuna;0;1575
DOLJ;CALOPAR;comuna;0;1604
DOLJ;CARAULA;comuna;0;250
DOLJ;CARPEN;comuna;0;2516
DOLJ;CASTRANOVA;comuna;0;1837
DOLJ;CALARASI;comuna;0;1500
DOLJ;CELARU;comuna;0;1122
DOLJ;CERAT;comuna;600;716
DOLJ;CERNATESTI;comuna;15;650
DOLJ;CETATE;comuna;0;5525
DOLJ;CIOROIASI;comuna;240;436
DOLJ;CIUPERCENII NOI;comuna;0;1365
DOLJ;COSOVENI;comuna;0;975
DOLJ;COTOFENII DIN DOS;comuna;40;395
DOLJ;DANETI;comuna;0;1800
DOLJ;DABULENI;comuna;0;1103
DOLJ;DESA;comuna;0;780
DOLJ;DIOSTI;comuna;0;1600
DOLJ;DOBRESTI;comuna;0;1040
DOLJ;DRAGOTESTI;comuna;0;1432
DOLJ;DRANIC;comuna;103;1796
DOLJ;FARCAS;comuna;0;823
DOLJ;GALICEA MARE;comuna;100;2580
DOLJ;GHERCESTI;comuna;0;332
DOLJ;GIGHERA;comuna;400;212
DOLJ;GIUBEGA;comuna;0;2125
DOLJ;GIURGITA;comuna;380;1860
DOLJ;GINGIOVA;comuna;400;958
DOLJ;GOGOSU;comuna;0;1113
DOLJ;GOICEA;comuna;1414;3362
DOLJ;GOIESTI;comuna;0;1875
DOLJ;GRECESTI;comuna;0;933
DOLJ;IZVOARE;comuna;0;448
DOLJ;LEU;comuna;0;1266
DOLJ;LIPOVU;comuna;0;3000
DOLJ;MACESU DE JOS;comuna;890;1057
DOLJ;MACESU DE SUS;comuna;120;462
DOLJ;MAGLAVIT;comuna;88;1798
DOLJ;MALU MARE;comuna;0;1401
DOLJ;MELINESTI;comuna;0;4488
DOLJ;MISCHII;comuna;0;2220
DOLJ;MARSANI;comuna;0;2601
DOLJ;MOTATEI;comuna;174;4867
DOLJ;MURGASI;comuna;0;1200
DOLJ;NEGOI;comuna;400;849
DOLJ;ORODEL;comuna;0;977
DOLJ;OSTROVENI;comuna;900;893
DOLJ;PERISOR;comuna;0;266
DOLJ;PIELESTI;comuna;0;1122
DOLJ;PISCU VECHI;comuna;2520;2574
DOLJ;PLENITA;comuna;0;1540
DOLJ;POIANA MARE;comuna;500;5000
DOLJ;PREDESTI;comuna;13;416
DOLJ;RADOVAN;comuna;150;251
DOLJ;RAST;comuna;880;513
DOLJ;ROBANESTI;comuna;0;1544
DOLJ;SADOVA;comuna;0;960
DOLJ;SALCUTA;comuna;0;603
DOLJ;SCAESTI;comuna;216;624
DOLJ;SEACA DE CAMP;comuna;3920;402
DOLJ;SEACA DE PADURE;comuna;0;875
DOLJ;SECU;comuna;0;612
DOLJ;SILISTEA CRUCII;comuna;105;551
DOLJ;SOPOT;comuna;0;450
DOLJ;TEASC;comuna;0;750
DOLJ;TERPEZITA;comuna;0;1250
DOLJ;TESLUI;comuna;0;1050
DOLJ;TUGLUI;comuna;0;522
DOLJ;UNIREA;comuna;0;900
DOLJ;URZICUTA;comuna;1465;1105
DOLJ;VALEA STANCIULUI;comuna;415;1920
DOLJ;VELA;comuna;0;818
DOLJ;VERBITA;comuna;0;988
DOLJ;VARTOP;comuna;0;801
DOLJ;VARVORU DE JOS;comuna;0;233
GALATI;GALATI;municipiu;12170;10564
GALATI;SENDRENI;comuna;0;450
GALATI;VANATORI;comuna;9400;900
GALATI;TECUCI;municipiu;6218;8640
GALATI;DRAGANESTI;comuna;500;1200
GALATI;MUNTENI;comuna;1120;1910
GALATI;BERESTI;oras;0;855
GALATI;BERESTI-MERIA;comuna;0;3300
GALATI;TARGU BUJOR;oras;187;2695
GALATI;BARCEA;comuna;860;1452
GALATI;BALABANESTI;comuna;240;1520
GALATI;BALASESTI;comuna;1644;1453
GALATI;BALENI;comuna;1157;1328
GALATI;BANEASA;comuna;837;1386
GALATI;BRANISTEA;comuna;1320;700
GALATI;BRAHASESTI;comuna;200;758
GALATI;BUCIUMENI;comuna;720;779
GALATI;CAVADINESTI;comuna;10;2548
GALATI;CERTESTI;comuna;1500;1160
GALATI;COROD;comuna;100;2500
GALATI;CORNI;comuna;105;740
GALATI;COSMESTI;comuna;9800;1066
GALATI;COSTACHE NEGRI;comuna;300;450
GALATI;CUCA;comuna;600;2196
GALATI;CUDALBI;comuna;1485;7800
GALATI;DRAGUSENI;comuna;75;900
GALATI;FARTANESTI;comuna;486;4080
GALATI;FOLTESTI;comuna;2205;1150
GALATI;FRUMUSITA;comuna;8155;1771
GALATI;FUNDENI;comuna;1674;2128
GALATI;GHIDIGENI;comuna;312;1156
GALATI;GOHOR;comuna;2400;1350
GALATI;GRIVITA;comuna;403;143
GALATI;INDEPENDENTA;comuna;1510;2933
GALATI;IVESTI;comuna;1725;9407
GALATI;JORASTI;comuna;187;720
GALATI;LIESTI;comuna;3608;2581
GALATI;MATCA;comuna;0;20331
GALATI;MASTACANI;comuna;1100;3000
GALATI;MOVILENI;comuna;2180;2160
GALATI;NAMOLOASA;comuna;154;1068
GALATI;NICORESTI;comuna;676;2550
GALATI;OANCEA;comuna;0;1512
GALATI;PECHEA;comuna;2766;1941
GALATI;PISCU;comuna;1320;3240
GALATI;PRIPONESTI;comuna;1400;2030
GALATI;REDIU;comuna;1150;1184
GALATI;SCANTEIESTI;comuna;597;1065
